card	artwork	edited artwork	atk	def	level	race	attribute	type	spell/trap type
Elemental Hero Wildheart	0	No	1500	1600	4	Warrior	EARTH	Effect	None
Hydrogeddon	0	No	1600	1000	4	Dinosaur	WATER	Effect	None
Oxygeddon	0	No	1800	800	4	Dinosaur	WIND	Effect	None
Water Dragon	0	No	2800	2600	8	Sea Serpent	WATER	Effect	None
Etoile Cyber	0	Yes	1200	1600	4	Warrior	EARTH	Effect	None
VW-Tiger Catapult	0	No	2000	2100	6	Machine	LIGHT	Fusion/Effect	None
VWXYZ-Dragon Catapult Cannon	0	Yes	3000	2800	8	Machine	LIGHT	Fusion/Effect	None
Cyber Blader	0	Yes	2100	800	7	Warrior	EARTH	Fusion/Effect	None
Elemental Hero Rampart Blaster	0	Yes	2000	2500	6	Warrior	EARTH	Fusion/Effect	None
Elemental Hero Tempest	0	No	2800	2800	8	Warrior	WIND	Fusion/Effect	None
Elemental Hero Wildedge	0	No	2600	2300	8	Warrior	EARTH	Fusion/Effect	None
Chthonian Alliance	0	No	0	0	0	Spell	Spell	Spell	Equip
Feather Shot	0	No	0	0	0	Spell	Spell	Spell	None
Bonding - H2O	0	No	0	0	0	Spell	Spell	Spell	None
Chthonian Polymer	0	No	0	0	0	Trap	Trap	Trap	None
Chthonian Blast	0	No	0	0	0	Trap	Trap	Trap	None
Hero Barrier	0	No	0	0	0	Trap	Trap	Trap	None
Feather Wind	0	No	0	0	0	Trap	Trap	Trap	Counter
Zure, Knight of Dark World	0	No	1800	1500	4	Fiend	DARK	None	None
B.E.S. Tetran	0	No	1800	2300	6	Machine	WIND	Effect	None
Nanobreaker	0	Yes	1600	1800	4	Machine	EARTH	Effect	None
Rapid-Fire Magician	0	No	1600	1200	4	Spellcaster	DARK	Effect	None
Beiige, Vanguard of Dark World	0	No	1600	1300	4	Fiend	DARK	Effect	None
Broww, Huntsman of Dark World	0	No	1400	800	3	Fiend	DARK	Effect	None
Brron, Mad King of Dark World	0	No	1800	400	4	Fiend	DARK	Effect	None
Sillva, Warlord of Dark World	0	No	2300	1400	5	Fiend	DARK	Effect	None
Goldd, Wu-Lord of Dark World	0	No	2300	1400	5	Fiend	DARK	Effect	None
Scarr, Scout of Dark World	0	No	500	500	2	Fiend	DARK	Effect	None
Familiar-Possessed - Aussa	0	No	1850	1500	4	Spellcaster	EARTH	Effect	None
Familiar-Possessed - Eria	0	No	1850	1500	4	Spellcaster	WATER	Effect	None
Familiar-Possessed - Hiita	0	No	1850	1500	4	Spellcaster	FIRE	Effect	None
Familiar-Possessed - Wynn	0	No	1850	1500	4	Spellcaster	WIND	Effect	None
Pot of Avarice	0	No	0	0	0	Spell	Spell	Spell	None
Dark World Lightning	0	No	0	0	0	Spell	Spell	Spell	None
Boss Rush	0	No	0	0	0	Spell	Spell	Spell	Continuous
Gateway to Dark World	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
The Forces of Darkness	0	No	0	0	0	Trap	Trap	Trap	None
Dark Deal	0	No	0	0	0	Trap	Trap	Trap	None
Simultaneous Loss	0	No	0	0	0	Trap	Trap	Trap	None
Weed Out	0	Yes	0	0	0	Trap	Trap	Trap	None
The League of Uniform Nomenclature	0	No	0	0	0	Trap	Trap	Trap	None
Roll Out!	0	No	0	0	0	Trap	Trap	Trap	None
Non-Fusion Area	0	No	0	0	0	Trap	Trap	Trap	Continuous
Level Limit - Area A	0	No	0	0	0	Trap	Trap	Trap	Continuous
Armed Changer	0	No	0	0	0	Spell	Spell	Spell	Equip
Elemental Hero Necroshade	0	No	1600	1800	5	Warrior	DARK	Effect	None
Hero Heyro	0	No	0	0	0	Trap	Trap	Trap	None
Elemental Hero Madballman	0	No	1900	3000	6	Warrior	EARTH	Fusion/Effect	None
Dark Eradicator Warlock	0	No	2500	2100	7	Spellcaster	DARK	Effect	None
Mythical Beast Cerberus	0	No	1400	1400	4	Spellcaster	LIGHT	Effect	None
Magical Blast	0	No	0	0	0	Spell	Spell	Spell	None
Elemental Hero Steam Healer	0	No	1800	1000	5	Warrior	WATER	Fusion/Effect	None
Burst Return	0	Yes	0	0	0	Spell	Spell	Spell	None
Bubble Blaster	0	No	0	0	0	Spell	Spell	Spell	Equip
Bubble Illusion	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Clay Charge	0	No	0	0	0	Trap	Trap	Trap	None
Armed Dragon LV10	0	No	3000	2000	10	Dragon	WIND	Effect	None
Magical Mallet	0	No	0	0	0	Spell	Spell	Spell	None
Inferno Reckless Summon	0	Yes	0	0	0	Spell	Spell	Spell	Quick-Play
Rancer Dragonute	0	No	1500	1800	4	Dragon	DARK	Effect	None
Mistobody	0	No	0	0	0	Spell	Spell	Spell	Equip
Axe Dragonute	0	No	2000	1200	4	Dragon	DARK	Effect	None
White Horns D.	0	No	2200	1400	6	Dragon	DARK	Effect	None
Uria, Lord of Searing Flames	0	No	0	0	10	Pyro	FIRE	Effect	None
Hamon, Lord of Striking Thunder	0	No	4000	4000	10	Thunder	LIGHT	Effect	None
Raviel, Lord of Phantasms	0	No	4000	4000	10	Fiend	DARK	Effect	None
Elemental Hero Neo Bubbleman	0	No	800	1200	4	Warrior	WATER	Effect	None
Hero Kid	0	No	300	600	2	Warrior	EARTH	Effect	None
Cyber Barrier Dragon	0	No	800	2800	6	Machine	LIGHT	Effect	None
Cyber Laser Dragon	0	No	2400	1800	7	Machine	LIGHT	Effect	None
Ancient Gear	0	No	100	800	2	Machine	EARTH	Effect	None
Hero Heart	0	No	0	0	0	Spell	Spell	Spell	None
Magnet Circle LV2	0	No	0	0	0	Spell	Spell	Spell	None
Ancient Gear Drill	0	No	0	0	0	Spell	Spell	Spell	None
Phantasmal Martyrs	0	No	0	0	0	Spell	Spell	Spell	None
Cyclone Boomerang	0	No	0	0	0	Spell	Spell	Spell	Equip
Photon Generator Unit	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Ancient Gear Castle	0	Yes	0	0	0	Spell	Spell	Spell	Continuous
Miracle Kids	0	No	0	0	0	Trap	Trap	Trap	None
Attack Reflector Unit	0	No	0	0	0	Trap	Trap	Trap	None
Damage Condenser	0	No	0	0	0	Trap	Trap	Trap	None
Ancient Gear Cannon	0	Yes	500	500	2	Machine	EARTH	Effect	None
Proto-Cyber Dragon	0	No	1100	600	3	Machine	LIGHT	Effect	None
Adhesive Explosive	0	No	1000	1000	3	Machine	WIND	Effect	None
Machine King Prototype	0	No	1600	1500	3	Machine	EARTH	Effect	None
B.E.S. Covered Core	0	No	2500	800	7	Machine	EARTH	Effect	None
D.D. Guide	0	No	1400	1000	4	Warrior	DARK	Effect	None
Chain Thrasher	0	No	1000	600	4	Warrior	WIND	Effect	None
Disciple of the Forbidden Spell	0	No	1700	800	4	Warrior	LIGHT	Effect	None
Tenkabito Shien	0	No	1500	1000	4	Pyro	FIRE	Effect	None
Parasitic Ticky	0	No	65535	65535	1	Insect	EARTH	Effect	None
Gokipon	0	No	800	800	2	Insect	EARTH	Effect	None
Silent Insect	0	No	200	300	2	Insect	EARTH	Effect	None
Chainsaw Insect	0	No	2400	0	4	Insect	EARTH	Effect	None
Anteatereatingant	0	No	2000	500	5	Insect	EARTH	Effect	None
Saber Beetle	0	No	2400	600	6	Insect	EARTH	Effect	None
Doom Dozer	0	No	2800	2600	8	Insect	EARTH	Effect	None
Treeborn Frog	0	Yes	100	100	1	Aqua	WATER	Effect	None
Beelze Frog	0	No	1200	800	3	Aqua	WATER	Effect	None
Princess Pikeru	0	No	2000	0	4	Spellcaster	LIGHT	Effect	None
Princess Curran	0	No	2000	0	4	Spellcaster	DARK	Effect	None
Memory Crusher	0	Yes	1000	600	3	Fiend	DARK	Effect	None
Malice Ascendant	0	No	700	1000	4	Zombie	DARK	Effect	None
Grass Phantom	0	No	1000	1000	3	Plant	WATER	Effect	None
Sand Moth	0	No	1000	2000	4	Rock	EARTH	Effect	None
Divine Dragon - Excelion	0	No	1500	900	5	Dragon	LIGHT	Effect	None
Ruin, Queen of Oblivion	0	No	2300	2000	8	Fairy	LIGHT	Ritual/Effect	None
Demise, King of Armageddon	0	No	2400	2000	8	Fiend	DARK	Ritual/Effect	None
D.3.S. Frog	0	Yes	2500	2000	8	Aqua	WATER	Fusion/Effect	None
Symbol of Heritage	0	No	0	0	0	Spell	Spell	Spell	Equip
Trial of the Princesses	0	No	0	0	0	Spell	Spell	Spell	Equip
End of the World	0	No	0	0	0	Spell	Spell	Spell	Ritual
Samsara	0	No	0	0	0	Spell	Spell	Spell	Continuous
Karma Cut	0	No	0	0	0	Trap	Trap	Trap	None
Next to be Lost	0	Yes	0	0	0	Trap	Trap	Trap	None
Generation Shift	0	No	0	0	0	Trap	Trap	Trap	None
Full Salvo	0	Yes	0	0	0	Trap	Trap	Trap	None
Success Probability 0%	0	Yes	0	0	0	Trap	Trap	Trap	None
Option Hunter	0	No	0	0	0	Trap	Trap	Trap	None
Goblin Out of the Frying Pan	0	No	0	0	0	Trap	Trap	Trap	Counter
Malfunction	0	No	0	0	0	Trap	Trap	Trap	Counter
The Flute of Summoning Kuriboh	0	No	0	0	0	Spell	Spell	Spell	Quick-Play
Elemental Hero Erikshieler	0	No	2900	2600	10	Warrior	LIGHT	Fusion/Effect	None
Guardian Exode	0	No	0	4000	8	Rock	EARTH	Effect	None
Great Spirit	0	No	500	1500	4	Rock	EARTH	Effect	None
Fault Zone	0	No	0	0	0	Spell	Spell	Spell	Field
Homonculus Gold	0	No	1500	1500	6	Warrior	LIGHT	Effect	None
The Ancient Sun Helios	0	No	65535	65535	4	Pyro	LIGHT	Effect	None
Helios Duo Megiste	0	No	65535	65535	6	Pyro	LIGHT	Effect	None
Helios Tris Megiste	0	No	65535	65535	8	Pyro	LIGHT	Effect	None
Elemental Hero Neos	0	No	2500	2000	7	Warrior	LIGHT	None	None
Dandylion	0	No	300	300	3	Warrior	EARTH	Effect	None
Insect Monster Token	0	No	100	100	1	Insect	EARTH	Token	None
Kuriboh Token	0	No	300	200	1	Fiend	DARK	Token	None
Sheep Token	0	No	0	0	1	Beast	EARTH	Token	None
Army Ant Token	0	No	500	1200	4	Insect	EARTH	Token	None
Slime Token	0	No	500	500	1	Aqua	WATER	Token	None
Wicked Token	0	No	1000	1000	4	Fiend	DARK	Token	None
Poisonous Snake Token	0	No	1200	1200	3	Reptile	EARTH	Token	None
Lekunga Token	0	No	700	700	2	Plant	WATER	Token	None
Wicked Plant Token	0	No	800	800	1	Plant	EARTH	Token	None
Metal Fiend Token	0	No	0	0	1	Fiend	DARK	Token	None
Ojama Token	0	No	0	1000	2	Beast	LIGHT	Token	None
Lamb Token	0	No	0	0	1	Beast	EARTH	Token	None
Tricky Token	0	No	2000	1200	5	Spellcaster	WIND	Token	None
Block Token	0	No	1000	1500	4	Rock	EARTH	Token	None
Phantasm Token	0	No	1000	1000	1	Fiend	DARK	Token	None
Phantasmal Martyr Token	0	No	0	0	1	Fiend	DARK	Token	None
Fluffy Token	0	No	0	0	1	Plant	LIGHT	Token	None
