index	card	atk	def	level	race	attribute	type	spell/trap type	description	rating
1310	Exodia Necross	1800	0	4	Spellcaster	DARK	Effect	None	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of @5"Contract with Exodia"@7. This card is not destroyed as a result of battle or by the effects of Spell or Trap Cards, and during each of your Standby Phases, increase the ATK of this card by 500 points. This card is destroyed when any of @5"Exodia the Forbidden One"@7, @5"Right Arm of the Forbidden One"@7, @5"Left Arm of the Forbidden One"@7, @5"Right Leg of the Forbidden One"@7 or @5"Left Leg of the Forbidden One"@7 is not in your Graveyard.	
21	Exodia the Forbidden One	1000	1000	3	Spellcaster	DARK	Effect	None	When you have @5"Right Leg of the Forbidden One"@7, @5"Left Leg of the Forbidden One"@7, @5"Right Arm of the Forbidden One"@7 and @5"Left Arm of the Forbidden One"@7 in addition to this card in your hand, you win the Duel.	
176	Eyearmor	600	500	2	Warrior	EARTH	None	None	This warrior transforms into various creatures to confuse enemies in battle.	
1157	F.G.D.	5000	5000	12	Dragon	DARK	Fusion/Effect	None	This card can only be Special Summoned with a Fusion Summon. This card is Fusion Summoned with 5 Dragon monsters. This card does not take battle damage from EARTH, WATER, FIRE, WIND, or DARK monsters.	
870	Fairy Box	0	0	0	Trap	Trap	Trap	Continuous	Each time a monster on your opponent's side of the field attacks, toss a coin and call Heads or Tails. If you call it right, the attacking monster's ATK becomes 0 only during the Battle Phase. Pay 500 Life Points during each of your Standby Phases. If you do not, this card is destroyed.	
499	Fairy Dragon	1100	1200	4	Dragon	WIND	None	None	A beautiful and powerful dragon fairy.	
817	Fairy King Truesdale	2200	1500	6	Plant	WATER	Effect	None	As long as this card remains in face-up Defence Position on the field, increase the ATK and DEF of all Plant-Type monsters on your side of the field by 500 points.	
883	Fairy Meteor Crush	0	0	0	Spell	Spell	Spell	Equip	When a monster equipped with this card attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.	
515	Fairy of the Fountain	1600	1100	4	Aqua	WATER	None	None	This fairy protects a fountain from any who seek to muddy its waters.	
1340	Fairy of the Spring	0	0	0	Spell	Spell	Spell	None	Add 1 Equip Spell Card from your Graveyard to your hand. You cannot activate that Equip Spell Card this turn.	
321	Fairy's Gift	1400	1000	4	Spellcaster	LIGHT	None	None	This flying monster is known for delivering happiness to all.	
718	Fairy's Hand Mirror	0	0	0	Trap	Trap	Trap	None	Switch the opponent's Spell Card effect that specifically designates 1 monster as a target to another correct target.	
238	Fairywitch	800	1000	3	Spellcaster	DARK	None	None	Though destined to be a fairy, this creature chose the way of the witch instead.	
126	Faith Bird	1500	1100	4	Winged Beast	WIND	None	None	This long-tailed bird blinds its enemies with mystical light.	
1382	Falling Down	0	0	0	Spell	Spell	Spell	Equip	Destroy this card if there is no Archfiend card on your side of the field. Take control of 1 of your opponent's monsters that is equipped with this card. You take 800 points of damage during each of your opponent's Standby Phases.	
1618	Familiar Knight	1200	1400	3	Warrior	DARK	Effect	None	When this card is destroyed and sent to the Graveyard as a result of battle, each player can Special Summon 1 Level 4 monster from their hand.	
1977	Familiar-Possessed - Aussa	1850	1500	4	Spellcaster	EARTH	Effect	None	By sending 1 @5"Aussa the Earth Charmer"@7 and 1 EARTH monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.	
1978	Familiar-Possessed - Eria	1850	1500	4	Spellcaster	WATER	Effect	None	By sending 1 @5"Eria the Water Charmer"@7 and 1 WATER monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.	
1979	Familiar-Possessed - Hiita	1850	1500	4	Spellcaster	FIRE	Effect	None	By sending 1 @5"Hiita the Fire Charmer"@7 and 1 FIRE monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.	
1980	Familiar-Possessed - Wynn	1850	1500	4	Spellcaster	WIND	Effect	None	By sending 1 @5"Wynn the Wind Charmer"@7 and 1 WIND monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points.	
1010	Fatal Abacus	0	0	0	Trap	Trap	Trap	Continuous	Each time 1 monster is sent from the field to the Graveyard, inflict 500 points of damage per card to the respective card owner's Life Points.	
2074	Fault Zone	0	0	0	Spell	Spell	Spell	Field	If a Rock-Type monster in Defense Position is attacked, damage taken by the attacking monster's controller is doubled.	
1325	Fear from the Dark	1700	1500	4	Zombie	DARK	Effect	None	When this card is sent from your hand or Deck to your Graveyard by your opponent's card effect, Special Summon this card to the field.	
1961	Feather Shot	0	0	0	Spell	Spell	Spell	None	Select 1 face-up @5"Elemental Hero Avian"@7 on your side of the field to activate this card. This turn, the selected card can attack as many times as the number of monster(s) on your side of the field when this card resolves. In that case, it cannot attack your opponent's Life Points directly, and your other monster(s) cannot attack.	
1966	Feather Wind	0	0	0	Trap	Trap	Trap	Counter	You can only activate this card if there is a face-up @5"Elemental Hero Avian"@7 on your side of the field. Negate the activation of a Spell or Trap Card and destroy it.	
1076	Fengsheng Mirror	0	0	0	Spell	Spell	Spell	None	Look at your opponent's hand. Select and discard 1 Spirit monster to the Graveyard if Spirit monsters exist in his/her hand.	
1416	Fenrir	1400	1200	4	Beast	WATER	Effect	None	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing 2 WATER monsters in your Graveyard from play. When this card destroys an opponent's monster as a result of battle, your opponent skips his/her next Draw Phase.	
9	Feral Imp	1300	1400	4	Fiend	DARK	None	None	A playful little fiend that lurks in the dark, waiting to attack an unwary enemy.	
1062	Fiber Jar	500	500	3	Plant	EARTH	Effect	None	FLIP: Both players unite all their respective cards on the field, in their hands, and in their Graveyards with their respective Decks and shuffle them. Then both players draw 5 cards from their shuffled Decks.	
1092	Fiend Comedian	0	0	0	Trap	Trap	Trap	None	Toss a coin and call it. If you call it right, all your opponent's cards in the Graveyard are removed from play immediately. If you call it wrong, send a number of cards equal to the cards in your opponent's Graveyard from your Deck to your Graveyard.	
77	Fiend Kraken	1200	1400	4	Aqua	WATER	None	None	A giant squid that drags its enemies to a watery grave.	
177	Fiend Reflection	1100	1400	4	Winged Beast	LIGHT	None	None	A bird-beast that summons reinforcements with a hand mirror.	
491	Fiend Reflection~2	1300	1400	4	Winged Beast	WIND	None	None	This monster can draw its enemies into mirror world that renders them helpless.	
1567	Fiend Scorpion	900	200	2	Insect	EARTH	None	None	A huge scorpion inhabited by the soul of a fiend. Usually it holds back, but has untapped potential.	
1034	Fiend Skull Dragon	2000	1200	5	Dragon	WIND	Fusion/Effect	None	@5"Cave Dragon"@7 + @5"Lesser Fiend"@7 A Fusion Summon of this monster can only be conducted with the above Fusion Material Monsters. As long as this card remains face-up on the field, negate the effects of Flip Effect Monsters. Negate the effects of a Trap Card that targets this card and destroy it.	
212	Fiend Sword	1400	800	4	Warrior	DARK	None	None	Whoever resists the curse of this blade will gain untold power.	
132	Fiend's Hand	600	600	2	Zombie	DARK	None	None	Arms that reach out from the Swamp of Chaos to drag down the unwary.	
1489	Fiend's Hand Mirror	0	0	0	Trap	Trap	Trap	None	Switch the opponent's Spell Card effect that targets 1 Spell or Trap Card to another correct target.	
323	Fiend's Mirror	2100	1800	6	Fiend	DARK	Ritual	None	This monster can only be Ritual Summoned with the Ritual Spell Card, @5"Beastly Mirror Ritual"@7. You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.	
1261	Fiend's Sanctuary	0	0	0	Spell	Spell	Spell	None	Special Summons one @5"Metal Fiend Token"@7 (Fiend-Type/DARK/1 Star/ATK 0/DEF 0) to your Field. This Token cannot attack. Excess damage against the Controller from battle with @5"Metal Fiend Token"@7 is received by your opponent instead. Pay 1000 Life Points during your Standby Phase. If you do not pay 1000 Life Points, the @5"Metal Fiend Token"@7 is destroyed.	
1255	Final Attack Orders	0	0	0	Trap	Trap	Trap	Continuous	As long as this card remains on the field, all face-up monsters on the field are changed to Attack Position and their battle positions cannot be changed.	
1384	Final Countdown	0	0	0	Spell	Spell	Spell	None	Pay 2000 Life Points. After 20 turns have passed after you activate this card (counting the turn you activate this card as the 1st turn), you win the Duel.	
713	Final Destiny	0	0	0	Spell	Spell	Spell	None	Discard 5 cards from your hand. Destroy all cards on the field.	
1855	Final Ritual of the Ancients	0	0	0	Spell	Spell	Spell	Ritual	This card is used to Ritual Summon @5"Reshef the Dark Being"@7. You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.	
1923	Fire Darts	0	0	0	Trap	Trap	Trap	None	You can only activate this card when you have no cards in your hand. Roll a six-sided die 3 times, and inflict damage to your opponent's Life Points equal to the total result of the die rolls x  100 points.	
167	Fire Eye	800	600	2	Pyro	FIRE	None	None	An eye engulfed in flames that flaps its wings to create hot blasts of air.	
432	Fire Kraken	1600	1500	4	Aqua	FIRE	None	None	A squid that thrives on fire and heat.	
916	Fire Princess	1300	1500	4	Pyro	FIRE	Effect	None	Each time you increase your Life Points, inflict 500 points of damage to your opponent's Life Points.	
149	Fire Reaper	700	500	2	Zombie	DARK	None	None	A reaper with a flaming arrow that burns an enemy to a crisp.	
1782	Firebird	1000	800	4	Winged Beast	FIRE	Effect	None	As long as this card remains face-up on the field, each time a Winged Beast-Type monster(s) on your side of the field is destroyed, increase the ATK of this card by 500 points.	
152	Firegrass	700	600	2	Plant	EARTH	None	None	A fire-breathing plant found growing near volcanoes.	
579	Firewing Pegasus	2250	1800	6	Beast	FIRE	None	None	A heavenly stallion soaring through the skies on crimson wings.	
273	Fireyarou	1300	1000	4	Pyro	FIRE	None	None	A malevolent creature wrapped in flames that attacks enemies with intense fire.	
667	Fissure	0	0	0	Spell	Spell	Spell	None	Destroy 1 face-up monster with the lowest ATK on your opponent's side of the field.	
439	Flame Cerebrus	2100	1800	6	Pyro	FIRE	None	None	Known to many as the "Burning Executioner", this monster is capable of burning enemies to cinders.	
837	Flame Dancer	550	450	2	Pyro	FIRE	None	None	This monster moves while swinging its burning rope.	
